i,a,b,w
1,5611.811901789837,9511.016528282304,2
2,8312.050895187886,10447.950028739917,13
3,9401.507131395518,15613.125906733734,3
4,4189.992644682991,17814.868559483606,15
5,657.5411968008959,11905.447971069329,2
6,177.5264069544013,18194.847204707043,2
7,8847.719368206108,9641.614415792175,3
8,4294.577244297254,16155.883660879164,10
9,9639.909984415026,11571.916130641028,6
10,2244.0435429583113,6971.015271144489,2
11,4725.83085369741,10834.67999297478,16
12,4182.719750773147,11941.94259082145,16
13,9661.552293845518,10528.020338321408,18
14,7280.132595523293,16999.476239109317,4
15,6970.639544558288,8896.043606844298,14
16,316.24531801938525,14462.274680105964,17
17,5620.725022978339,12875.413333366198,10
18,5037.4040239528285,10863.85065043821,5
19,9164.787805493293,19132.613323864713,19
20,1390.6101210910397,1604.1363350227502,3
21,8977.45213834254,10196.997981214521,0
22,2407.705171410436,11571.492063702768,8
23,3415.079302575313,19507.01622847023,0
24,9394.41834301465,12390.252563378239,13
25,4734.919763192093,11210.163289515975,11
26,5173.9711202046865,19225.13127749636,19
27,330.8525645445313,13243.689115034336,18
28,3480.6339949177077,18871.766466493526,9
29,9830.861893266427,19979.955969383293,8
30,4109.849429189521,11418.130875378247,17
31,1392.0599354886429,9496.142460874291,13
32,4629.119742098784,16312.193573030414,15
33,7247.59430285141,19589.438308716897,16
34,4762.053933634622,18088.654597192985,9
35,7908.279942420952,19974.393642987234,16
36,4147.143874748515,15997.53042863036,16
37,1667.1438430707149,13866.46343802621,19
38,9571.982061543617,14282.647815455592,19
39,8494.746222640171,15258.18536340489,3
40,8335.628639392175,13223.3695681812,10
41,6768.091555831726,12910.099872549388,12
42,7662.5024548948,10174.046004462945,15
43,6855.01229346452,14414.996623771367,9
44,253.3924628810479,7817.594984625899,0
45,4375.905556806,16672.078314647548,8
46,28.957033525394134,8446.03950235714,1
47,7894.720167746323,14958.642168866336,8
48,1173.6938197759123,7862.259782864679,11
49,9322.619362162162,10456.878154764421,0
50,2400.920082666915,18827.057256145046,18
51,7391.325945189725,19913.58202757338,7
52,5994.136844816377,11966.714654872976,17
53,4812.8848835747995,9266.086156275549,18
54,2595.417486458087,5507.704376265632,9
55,916.0018186882462,13000.402898292135,19
56,1940.680331792377,4098.6467089761145,6
57,1379.557327464275,13878.480222605705,2
58,1594.8570968081594,10769.228446564677,13
59,7389.956863407618,15653.37127063594,10
60,8414.796722811107,15477.833129041686,8
61,4146.697046512784,5955.7533449282955,8
62,4690.8982416364415,15888.787252204205,16
63,9228.857967153737,11563.16502579077,17
64,7517.637965214207,9114.96313135296,14
65,9488.796133091639,15385.745721013402,10
66,8095.888528074881,11187.407994105575,16
67,9806.340414812428,17117.313284268865,11
68,8582.31806875641,13871.231660318896,13
69,7843.51634230761,14841.080001113365,14
70,9172.524840411135,12053.737653770911,3
71,9816.061632740417,16458.264499107878,16
72,4658.328273720752,16297.273965833561,18
73,2080.3275561425494,19876.186074168065,3
74,3008.8801809566453,5887.373476598132,6
75,8546.196536312327,17594.820041676023,12
76,2528.953062108567,16293.510212351886,5
77,3390.3918364356073,6753.138069785558,4
78,2887.97013186404,15939.513176913042,6
79,2432.6704325005862,9936.580750831534,10
80,847.1129334652513,2294.900994268404,1
81,4376.659521747732,13900.735303676845,19
