i,a,b,w
1,1525.8609302056757,15007.01185571385,2
2,4806.146164300846,10048.066792567235,3
3,713.1810791723881,11220.979703672341,3
4,9322.33328884018,9898.815281613179,9
5,9440.55165495265,18208.635298054647,10
6,1545.9490447116432,7533.230275084131,18
7,5596.443345793506,19741.051745539735,10
8,1895.4649654399755,7932.704600598082,7
9,5026.087177879863,14956.826279418747,19
10,1016.161399694898,6005.787020936383,18
11,5064.956873871579,13735.841566112764,0
12,263.71320891403127,17340.061044562975,3
13,3176.4182036256952,5072.953776234665,19
14,5501.679911237211,18934.319955697658,9
15,2380.464935404022,9235.226651688812,19
16,9262.748239176934,9959.705154623643,6
17,63.09242110154117,16505.17048937168,14
18,221.50066679946164,7708.973556085218,19
19,5428.168060429893,10500.93738518016,1
20,5895.746232128911,8751.666915214828,3
21,4314.744848852315,11914.13590070581,1
22,3687.5048547395886,5561.01865453731,13
23,98.52740626741682,11522.524252327494,0
24,6589.572311961756,16371.042071270102,14
25,5447.543725761302,18934.855096586572,10
26,5851.929275698891,12069.469677856923,1
27,8474.514223464063,9081.786399850771,12
28,7781.945927269838,10573.077343150686,15
29,6887.598463377923,15326.28014022844,16
30,9262.790612476978,17187.10309363478,4
31,1580.0436318401512,13368.522420932566,0
32,1652.1242068796016,14033.200064493814,10
33,1646.6976013223998,15993.092127219075,16
34,3701.665837526059,10222.13531748709,9
35,436.3576855913947,16992.888574734712,3
36,8747.319975692662,11692.435859403537,8
37,9357.979836613093,18722.864362382563,13
38,309.52164171556433,2996.305879245451,13
39,3822.5067697908844,6251.306266118174,17
40,2974.1157989757344,3183.405362622035,7
41,1850.4559840080428,2247.435417023942,17
42,3029.3397136365343,7437.011830250829,18
43,1814.4092446094644,19991.30327620175,13
44,6547.282258950654,10664.004042628701,16
45,2201.8852047575015,15946.41219545809,3
46,5807.915590264138,8440.651742446542,8
47,9845.249383344275,19790.663357218662,7
48,5546.818475730591,9044.662144928585,14
49,7426.252909412034,17619.780366155483,8
50,864.8480139443733,14085.754220863791,10
51,854.9185186555366,19841.83310806858,14
52,660.6270323763569,15236.045612478052,3
53,3896.0750548772726,9352.446375064968,14
54,5667.282962632273,16795.92917974505,17
55,1958.9291088821428,13301.716091752327,2
56,1331.633490696943,16578.1359885911,16
