i,a,b,w
1,1936.017082685043,2274.122859188203,4
2,6628.43519260151,18316.701882357338,9
3,8100.465087799677,12771.31390664681,17
4,3603.3083726173054,6198.202736683177,8
5,7780.379337436841,19236.815390041935,2
6,1880.6256702087953,15836.366714432957,17
7,7258.713177463408,14977.764354009352,12
8,390.7319704875059,8879.016418981366,2
9,660.226063478433,11429.422243178456,10
10,6693.123822834745,11025.149434291838,2
11,3665.5325458603925,6872.817270201887,1
12,6437.577470011456,11671.004410290827,10
13,1266.0153266694278,10500.140750879978,0
14,8416.812445362382,10024.58877007071,11
15,9899.595213619828,10516.187775051116,11
16,9431.718950578406,13591.462134433863,17
17,8844.433753466377,17198.84195628803,2
18,777.5814551310784,19818.68396585189,2
19,5500.810058017117,12720.97203784653,12
20,4503.129882632651,15287.345685796445,6
21,3711.827629911984,15593.40895226684,8
22,995.3682650173326,4035.692665451699,19
23,3391.313443749678,14837.406102460434,18
24,2790.189409439378,19931.189767525313,6
25,8962.525444896242,19413.56855926138,11
26,4553.7866428049365,18564.3221397483,18
27,665.180387666395,12068.258774496027,4
28,7100.170705178385,18491.68828922615,2
29,1125.5024940219748,18279.06340113568,1
30,9774.47369009703,17027.42223138626,4
31,329.94223310337514,3819.242080076004,19
32,7643.665374581855,13755.448807679204,14
33,2513.367509786673,10250.618845515966,0
34,4175.243082408843,14888.219427114062,4
35,2590.3055180131246,10721.31369972683,10
36,6828.957883858601,7480.646955164913,10
37,4490.389224383327,9538.443178894053,9
38,2145.8863819049643,16239.115904060447,13
39,5862.112412515258,18995.89602785583,16
40,9318.29362860277,12288.482141111335,0
41,9224.620180647156,13460.43940073605,16
42,1425.626893558545,13270.288216597555,11
43,3454.371271437871,5498.484450779009,18
44,6679.775997256664,13957.283767346024,18
45,6577.290254878295,8780.9712915375,8
46,1858.7931952696536,13448.639302189255,11
47,5917.832673294068,12978.521571448779,3
48,9346.21943722607,13111.230667494134,9
49,175.89912875351123,19344.51431478707,19
50,7211.163445578223,9915.74508453687,4
51,7855.387064639312,8441.631712821736,8
52,5998.146963458152,8018.14692097862,15
53,8794.603882937401,10842.832576223936,14
54,1394.9846797019898,3827.376221860909,18
55,62.86276457550457,18753.24834097167,14
56,3131.5294839036574,11015.133882155109,14
57,4631.299201249218,15044.555663601586,3
58,434.54667156662686,12199.328294510378,15
59,4133.376509415954,16269.57795412303,18
60,402.6337716865855,17833.956873175117,4
61,5683.84926951613,14926.788036215683,19
62,1303.4115927186574,13906.344025940021,7
63,2337.3441963526516,16500.472370152234,8
64,2124.7320805287873,15185.908481652037,8
65,7444.1821455040545,16363.888210991936,14
66,3727.2371252966645,5122.006069242248,8
67,6034.363865035315,13864.413904139976,18
68,5790.04825057298,7847.184959611717,5
69,222.113690800082,19340.186026989657,4
70,8307.069895638075,16636.71710534802,6
71,6617.71487446158,15368.373450919713,4
72,7722.947530927362,14294.272236688965,16
73,9952.391916651208,14173.21135469971,1
74,2921.378127302084,11191.924076856474,9
75,4003.8316497055607,18897.863949728064,8
76,9451.28655895429,19386.798739827336,11
77,7873.091319139351,16571.91619007037,2
78,6099.002882270465,10041.50650749356,9
79,8692.713856379263,10772.924405659289,17
80,6561.026233506615,12441.940208179847,1
81,593.8968193793023,7425.934397759698,17
82,1329.762797249456,8463.95271297408,18
83,3482.5662563402443,16865.528771658697,10
